Pubchem_SID,Pubchem_CID,SMILES,Activity_Outcome
14732561,888842,CCOC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N3CCCC3,Active
14732862,4306095,C1=CC=C(C=C1)CCNC2=NC(=CC(=N2)C(F)(F)F)C3=CC=CO3,Active
14732864,9550320,CCN(CC)C1=NC2=C(C=C(C=C2)NC(=O)C3=CC=C(O3)Br)C(=C1)C,Active
14732899,738490,CC1=CC=C(C=C1)NC2=NN=NS2,Active
14732905,9550332,CC(C)(C)C1=CC=C(C=C1)OCC2=CC=C(O2)C(=O)N3CCN(CC3)C,Active
14732937,3656225,CC1=CC=C(C=C1)NC(=O)CSCC(=O)NC2=CC(=C(C=C2)N3CCOCC3)Cl,Active
14732942,1250236,CC1=CC2=C(C=C1)N=C(S2)NC(=O)COC(=O)C3=CC=C(O3)Br,Active
14732943,684587,CC1=CC=C(C=C1)NC(=O)C2=C(SN=C2SC)SC,Active
14733896,889459,CCOC1=CC=CC=C1OC2=COC3=C(C2=O)C=CC(=C3)OC,Active
14733941,2229921,CN(C)S(=O)(=O)N(CC(=O)NC1=CC(=CC=C1)SC)C2=CC=CC=C2,Active
14734086,9550554,CC1CCN(CC1)CC(C)CNC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=N4,Active
14734107,5041114,CCCC(CCC)(C(=O)NN(C1=CC=CC=C1)C(=O)NC2=CSC3=C2CCCC3)O,Active
14734342,9550599,C1CN(CCN1CC2CC3CC2C=C3)C(=O)COC4=CC5=CC=CC=C5C=C4.C(=O)(C(=O)O)O,Active
14734448,1242853,C1CCC(CC1)NC(=O)NC2=CC3=C(C=C2)N4CCN(CC4=N3)C5CCCCC5,Active
14734490,1269642,C1=CC(=CN=C1)NC(=O)C2=CC=C(O2)COC3=C(C=CC(=C3)Cl)Cl,Active
14734680,782202,C1CN(CCN1CC2=CC=CC=C2)CC3=CC4=C(C=C3)OCCO4,Active
14734765,2882867,CC(C)(C)CNC(CO)C12CC3CC(C1)CC(C3)C2.Cl,Active
14734770,9550615,CC(C)(C)C1CCC(CC1)OCC(CN2CCN(CC2)C3=CC=CC=C3)O.Cl,Active
14734801,886110,COC1=CC=CC=C1NC(=S)NCCC2=CC=CC=C2,Active
14734802,2244013,CC1=CC=C(C=C1)S(=O)(=O)CC#CCOC(=O)C2=CC=C(C=C2)[N+](=O)[O-],Active
14734803,2907732,C1CN(CC1C2=CC=CC=C2)C(=O)COC3=CC=C(C=C3)Br,Active
14734845,2908222,CC(=O)OC1C2CCCC1C(CC2)[NH+]3CCCC3.[Cl-],Active
14734961,962255,CC1=CC(=CC=C1)OCCN2C3=CC=CC=C3N=C2C4=CC=CO4,Active
14734962,2950036,C1CN(CCN1CC2=CC=CC=C2)CC(COC3=CC=C(C=C3)C(=O)C4=CC=CC=C4)O,Active
14734982,1047097,C=CCN1C(=NN=C1SCC(=O)NCC2=CC=CC=C2)CC3=CNC4=CC=CC=C43,Active
14734986,1811779,CCCCNC(=O)CC1=COC2=C1C3=CC=CC=C3C=C2,Active
14735102,2884325,CC1=C(SC=[N+]1CC(=O)C2=CC=C(C=C2)Br)CCOC(=O)C3C4CC5CC(C4)CC3C5.[Br-],Active
14735114,5347203,CC1=CC(=CC=C1)N2C(=CC(=C2C)/C=N/N3C=NN=C3)C,Active
14735180,2192957,CCCCC1=CC=C(C=C1)NC(=S)NCC2=CC=CS2,Active
14735328,3107691,CC1=C(C=CC(=C1)Cl)OCC(=O)NCC2=CC=NC=C2,Active
14735331,1556129,CCOC(=O)CC1=CSC(=N1)NC(=O)CCCCCN2C(=O)C3=CC=CC=C3C2=O,Active
14735335,3528369,COC1=CC2=C(C=C1)C3=C(C2=NN)C=C(C=C3)OC,Active
14735343,9550680,CC1=CC=C(C=C1)C2=CSC(=[N+]2CC=C)NNC(=O)NC3=CC=CC=C3.[Br-],Active
14735394,9550696,CC(C1=CC=CC=C1)NC(=O)C2=CC=C(C=C2)N3CCCC3=O,Active
14735444,4412075,CN1CCN(CC1)C2=NC(=CC(=N2)C(F)(F)F)C3=CC=CC=C3,Active
14735451,4130402,C1C(OC2=CC=CC=C2O1)CNC(=O)C3C4C=CC5(C3C(=O)N(C5)CC6=CC=CS6)O4,Active
14735455,3424504,COC1=CC=CC(=C1)C(=O)NN2C=C(C3=CC=CC=C3C2=O)C(=O)OC,Active
14735726,18526314,C1=CC(=CC=C1N/C=C/C=C/C=NC2=CC=C(C=C2)Br)Br.Cl,Active
14735758,2855584,C1CN(CCN1CCOC2=NON=C2C3=CC=CC=C3)C4=C(C=C(C=C4)[N+](=O)[O-])Cl,Active
14735982,871656,C1=CC=C(C=C1)C(=O)NN=C2C(=O)C3=CC=CC=C3C2=O,Active
14736521,1152781,C1CCC(CC1)C(=O)NC2=NC3=CC=CC=C3N2CCN4CCCCC4,Active
14736604,2845859,C1CN(CCN1CC2CC3CC2C=C3)C4=CC=CC(=C4)C(F)(F)F,Active
14736725,5739490,C1CCN(C1)C2=C(C=C(C=C2)/C=C(/C#N)\C3=NC4=CC=CC=C4N3)[N+](=O)[O-],Active
14737064,3711536,CC1CCC(=C(C#N)C(=O)NC2=CC(=CC=C2)Cl)CC1,Active
14737065,9550887,CC1=CC(=C(C=C1)C)C(=O)CN2C3=CC=CC=C3N4C2=NCCC4.Br,Active
14737407,4317586,COC(=O)C1=C(N(C2=C(C1C3=CC4=C(C=C3)OCO4)C(=O)CCC2)C5=CC=CC=C5C(F)(F)F)N,Active
14737581,2793146,[B-](F)(F)(F)F.C1=CC=C(C=C1)C2=CC(=[NH+]CCO)C3=C(O2)C=CC(=C3)Cl,Active
14737824,5140222,CCC(C)(C(=O)NC1CCCCC1)N(CC2=CC=CO2)C(=O)CC3=CC=CS3,Active
14737914,5083147,CN(CCCNC(=O)C1=CC=CN2C1=NC3=CC=CC=C3C2=O)CC4=CC=CC=C4,Active
14738123,21215059,COC1=CC=C(C=C1)/C=N/NC2=NON=C2N,Active
14738125,135476880,CCCCC/C(=N\O)/C1=CNC2=CC=CC=C21,Active
14738200,3608992,COC(=O)CCSC1=CC(=CC2=C1C(=NN2C3=CC=CC=C3)C4OCCS4)[N+](=O)[O-],Active
14738507,1192535,CCOC(=O)C1=CC=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C(=O)OCC,Active
14738549,4435403,CCOC(=O)C1=C(C2=C(N=C(N=C2S1)CC(=O)OC)NCC3=CC=C(C=C3)F)C,Active
14738616,3420546,CC1=CC(=C(C=C1)C)N2CCN(CC2)C(=O)C3=CC4=C(C=C3)N=C(C(=N4)C5=CC=CO5)C6=CC=CO6,Active
14738640,9551514,COC1=CC=C(C=C1)OCCN2C=C(C3=CC=CC=C32)/C(=N/O)/N,Active
14738954,972980,COC1=CC=CC(=C1)NC2=NC(=CS2)C3=CC=C(C=C3)O,Active
14739051,991455,COC1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)Cl)C(=O)NCCN3CCOCC3,Active
14739483,838547,CC1=C(C=C(C=C1)NC(=O)CN(CC2=CC=CC=C2)S(=O)(=O)C)C,Active
14739805,2912389,CC1CCN(CC1)C2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)F.C(=O)(C(=O)O)O,Active
14739846,1243938,CSC1=CC=C(C=C1)NC(=O)NCCN2CCC3=CC=CC=C3C2,Active
14739980,9551594,CCOC1=CC=CC=C1CNCCN2CCOCC2.Cl,Active
14740127,972602,CC(C)(C)NC(=S)NC1=CC=C(C=C1)NC2=CC=CC=C2,Active
14740175,1964886,CC1=CC=C(C=C1)SCCNC(=S)NC2=CC(=C(C=C2)C)C,Active
14740231,2902250,CCCS(=O)(=O)N1CCN(CC1)CC2CCC=CC2.C(=O)(C(=O)O)O,Active
14740345,978140,C1OC2=C(O1)C=C(C=C2)CNC(=O)CSCC3=CC(=CC=C3)Cl,Active
14740360,970025,CC1=NN(C(=C1C2=CC=C(C=C2)OC)N)CC3=CC=CC=C3,Active
14740471,2905832,C1C(N(CC2=CC=CC=C21)S(=O)(=O)C3=CC=C(C=C3)F)C(=O)NC4=NC=CS4,Active
14740674,2193996,CC1=CN=C(S1)NC(=O)CSC2=CC=C(C=C2)Cl,Active
14740712,2139614,CCOC(=O)C1=C(SC2=C1CCCCC2)NC(=O)CSC3=NN=C(S3)C,Active
14740797,9638826,CC1(C(N(C(=S)S1)/N=C/C2=CC=C(C=C2)N(C)C)N(C(=O)NC3=CC=C(C=C3)[N+](=O)[O-])O)C,Active
14740820,1624767,CCCC(=O)NC1=NN=C(S1)CCN2CCCCC2,Active
14740837,3784460,CCCCN1C(=C(C(=O)NC1=O)C(=NC2=C(C=C(C=C2)OC)OC)CC)O,Active
14740853,54678960,CCCN1C2=C(CCCC2)C(=C(C1=O)C(=O)NCC3=CC=CC=C3)O,Active
14740889,3727447,C1CN(C2(N1C(=O)C3=CC=CC=C32)C4=CC=CC=C4)C(=O)NC5=CC(=CC=C5)Cl,Active
14740895,1986631,CCCCCOC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)CCOC)N,Active
14740908,5413026,CCCC1=CC(=O)OC2=C1C=CC(=C2CN3CCOCC3)O,Active
14740909,5392010,C1COCCN1CC2=C(C=CC3=C2OC(=O)C4=CC=CC=C34)O,Active
14740976,917237,CC1=CC2=C(C=C1)NC3=C2N=CN=C3N4CCC5=CC=CC=C5C4,Active
14741004,5936209,C1CCN(C1)C2=C(C=C(C=C2)/C=C(\C#N)/C3=NC4=CC=CC=C4N3)[N+](=O)[O-],Active
14741028,3838161,CC1=CC(=NN1C2=NC3=C(C4=C(S3)CCCC4)C(=N2)SCCN(C)C)C,Active
14741037,3802036,CC(C)C1=CC=C(C=C1)CN(C2CCS(=O)(=O)C2)C(=O)C3COC4=CC=CC=C4O3,Active
14741041,4584321,CCCOC1=CC=C(C=C1)C2=NC(=C(O2)NCCCN3C=CN=C3)C#N,Active
14741085,1956827,CCCCN1C(=C(C2=NC3=CC=CC=C3N=C21)C(=O)NCC4=CC=CS4)N,Active
14741114,9551646,C1=CC=C(C=C1)C2=NC3=C(C(=N2)NCCCN4C=CN=C4)OC5=CC=CC=C53.Cl,Active
14741236,851256,C1=CC=C(C(=C1)CSC2=NN=C(O2)C3=CC=NC=C3)Cl,Active
14741262,3409527,CC1=C(C(C(=C(N1)SCC(=O)NC2=NC=CS2)C#N)C3=CC=C(C=C3)Cl)C(=O)OCC=C,Active
14741271,1832998,CC1(CC2=C(CS1)SC3=C2C(=O)N(C(=N3)SCC(=O)NCC4=CC=CC=C4)C5=CC=CC=C5)C,Active
14741276,1626247,C1=CC=C2C(=C1)C=CC=C2CSCCC3=CC=NC=C3,Active
14741302,4585844,CC(C)N=C(NC#N)SCC1=CC=C(C=C1)Br,Active
14741358,4680942,CN1C2=C(N=C1OCC3=CC4=C(C=C3)OCO4)N(C(=O)N(C2=O)CC5=CC(=C(C=C5)Cl)Cl)C,Active
14741376,2992785,C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=CC=C4,Active
14741379,1925774,CC1=CC=C(C=C1)N2C(=O)C3=C(N=C2SCC(=O)NCC4=CC=CO4)SC5=C3CC(SC5)(C)C,Active
14741391,3769265,CCC1=CC=C(C=C1)C(=O)C2=C(C3=C(O2)N=C(C=C3C)C)N,Active
14741399,1630498,CCOC(=O)C1=C(C(=C(S1)NC(=O)CSC2=NNC(=N2)C3=C(C=C(C=C3)Cl)Cl)C#N)C,Active
14741450,5911258,CCN(CC)CC1=C2C(=CC(=C1O)Cl)C3=C(CCCC3)C(=O)O2,Active
14741458,2438920,C1=CC=C(C=C1)C2=NN=C(N2CC3=CC=CO3)SCC4=NC5=CC=CC=C5N4,Active
14741471,3809942,COC1=CC=CC(=C1)C2=NN=C(N2CC=C)SCC3=NC4=CC=CC=C4N3,Active
14741503,3248327,CC1CC(CN(C1)C2=NC=NC3=C2NC4=C3C(=CC=C4)OC)C,Active
14741590,3560789,CC(C1=NC2=CC=CC=C2N1CC3=CC=CC=C3F)NC(=O)C4=CC=CC=C4,Active
14741615,5094345,CC1=C(C(C(=C(N1)SC)C#N)C2=CC=CS2)C(=O)OCC=C,Active
14741616,3549725,CCOC(=O)CSC1=C(C(C(=C(N1)C)C(=O)OCC=C)C2=CC=C(C=C2)C)C#N,Active
14741645,3593687,CC1=C(SC2=C1C(=O)N(C(=N2)SCC3=CC=CC=C3)CC4=CC=CO4)C,Active
14741648,3996604,CCCCC1(NC2=CC=CC=C2C3=NC4=CC=CC=C4N31)C,Active
14741695,9551705,CC1=CC2=C(C=C1)N([C@@H]3[C@H]2CN(CC3)C)S(=O)(=O)C4=CC=C(C=C4)[N+](=O)[O-].Cl,Active
14741701,5322221,CC(C)CN(CC1=C(C=CC2=C1OC(=O)C3=C2CCC3)O)CC(C)C,Active
14741792,5149832,CC(C(=O)C1=CNC2=CC=CC=C21)N3CCSCC3,Active
14741914,1911604,CCOC(=O)C1=C(C(=C(S1)C)C(=O)NCC(C)(C)CN(C)C)N,Active
14741959,741872,CC(C)CC(=O)NC1=C(C2=C(S1)C(NC(C2)(C)C)(C)C)C#N,Active
14741962,3711299,CC1(C(N(C(=S)S1)CC2=CC3=C(C=C2)OCO3)N(C(=O)NC4CCCCC4)O)C,Active
14742007,88779,C1=CC=C(C=C1)SCCC2=CC=NC=C2,Active
14742019,6413218,CC1=C(C(=CC=C1)NC(=O)CSC2=NC(=C(N=N2)C3=CC=CO3)C4=CC=CO4)C,Active
14742052,943450,CC(=O)NC1=NON=C1NC(=O)C2=CC=C(C=C2)C(C)(C)C,Active
14742056,9551746,C1=CC(=CC=C1F)SCCC2=CC=[NH+]C=C2.[Cl-],Active
14742081,3707292,CCN1C2=CC=CC=C2C3=CN=C(C(=C31)C#N)N=CN(C)C,Active
14742131,9551754,CC(C)C(C#CCN1CCCC1)(C2=CC=CC=C2)O.Cl,Active
14742192,3650452,CC(=NCCCN1C=CN=C1)C2=C(N(C(=O)NC2=O)C3=CC=C(C=C3)OC)O,Active
14742200,949350,CC1=CC(=NC(=N1)NCC2=CC=CC=C2)OC(C)C,Active
14742210,9551768,C1=CC(=C(C=C1Cl)Cl)CSC2=NN=C(O2)CCCCCN.Cl,Active
14742222,2830874,CCN(CC)CCCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)OCC.Cl,Active
14742303,9551777,CCCC1=C2C(C(=C(OC2=NN1)N)C#N)C3=CC(=C(C=C3)OC)CSC4=CC=CC=N4.CCO,Active
14742358,9551784,CCCC[N+]12CCC(CC1)C(C2)C(=O)C3=CC=CS3.[Br-],Active
14742364,3813808,CC1(CC(N(C(=S)N1)CCC2=CC=CC=C2OC)(C)O)C,Active
14742401,5898383,CCN(CC)CCN1C(/C(=C(/C2=CC=C(C=C2)OC)\O)/C(=O)C1=O)C3=CC=CS3,Active
14742409,5599139,CC1(CC2=C(C=CC3=CC=CC=C23)/C(=C/C(=O)NC)/N1)C,Active
14742432,920008,CC1CCN(CC1)CC(=O)N2C(=C(C3=CC=CC=C32)C)C,Active
14742468,1954694,COC1=CC2=C(C=C1)C(=CC(=O)O2)CC(=O)NCC3CCC(CC3)C(=O)O,Active
14742475,1419600,C1=CC=C2C(=C1)C(=O)N(C(=N2)C3=C(C=C(C=C3)Cl)Cl)CCCN4C=CN=C4,Active
14742529,948314,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NCC3=C(C=CC(=C3)Cl)O,Active
14742578,1950986,CCN1C2=C(C=C(C=C2)NC(=O)CSC3=NN=C(N3N)C4=CC(=C(C=C4)OC)OC)C5=CC=CC=C51,Active
14742643,2138929,CCN1C(=NN=C1SCC(=O)C2=CC=CC=C2)C3=CC=CS3,Active
14742683,734284,CC1=CC(=CC=C1)CSC2=NN=C(N2N)C3=CC=C(C=C3)OC,Active
14742703,931945,CON1C(=O)C2=CC=CC=C2N=C1SCC3=CC=C(C=C3)Cl,Active
14742718,9551812,C=CC[N+]1(CCOCC1)CC#CCOC(C2=CC=CC=C2)C3=CC=CC=C3.[Cl-],Active
14742720,1966682,CN(C)CCN1C2=C(C3=C(S2)CCCCC3)C(=O)N(C1=O)CC4=CC=CO4,Active
14742740,679873,CCCC1=CC(=C(C=C1O)O)C(=O)CC2=NC3=CC=CC=C3S2,Active
14742785,2030682,COC1=CC=C(C=C1)CN2CNC(=NC2)NC3=NC4=CC=CC=C4S3,Active
14742832,9551821,CCCCN1C2=CC=CC=C2N(C1=N)CC(=O)C3=CC=CO3.Br,Active
14742978,1836603,COC1=CC=C(C=C1)C2=CC(=NC(=N2)NCC3=CN=CC=C3)C(F)(F)F,Active
14743087,71478,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24.Cl,Active
14743097,5340523,CCCCN1C2=CC=CC=C2N3C1=NCCC3.Br,Active
14743180,135512348,CN(CCCNC(=O)C1=CN=C(C=C1)/C=N/O)CCCN(C)CC2=CC=CC=C2,Active
14743213,743593,CC1=CC2=C(C=C1)N=C(N2)SCC(=O)C3=CC4=C(C=C3)OCO4,Active
14743217,9551847,CCCN1C2=CC=CC=C2[N+](=C1N)CC(=O)C3=CC=CO3.[Br-],Active
14743253,950037,C1=CC=C(C=C1)N2C=NC3=C2C=CC(=C3)NCC4=CC=CS4,Active
14743277,9551850,CCOC1=CC=CC(=C1)CNCCNC(=O)C2=NON=C2N.Cl,Active
14743279,9551851,COC1=CC=CC(=C1)CNCCNC(=O)C2=NON=C2N.Cl,Active
14743342,1970834,C1CCCC(CC1)N2CNC(=NC2)NC3=NC4=CC=CC=C4S3,Active
14743377,3754981,CC1=C(C=C(C=C1)[N+](=O)[O-])C2=C(N=C(N2)C3=CC(=C(C=C3)OC)O)C4=CC=CC=C4,Active
14743378,3540854,CC1=CC=C(C=C1)C(=O)N2CCN(CC2)C3C(C4=CC=CC5=C4C3=CC=C5)NS(=O)(=O)C6=CC=CC=C6,Active
14743379,800972,CCOC(=O)C1=C(OC2=C1C=C(C=C2)O)C(C)(C)C,Active
14743424,938363,CON1C(=O)C2=CC=CC=C2N=C1SCC3=CC(=CC=C3)Cl,Active
14743425,932902,CC1=CC(=C(C=C1)CSC2=NC3=CC=CC=C3C(=O)N2OC)C,Active
14743497,1964425,CCCSC1=NC(=C2C3=C(COC(C3)(C)C)SC2=N1)NCC4=CC=CO4,Active
14743501,9551859,C1=CC(=C(C=C1CSC2=NN=C(O2)CCCCCN)Cl)Cl.Cl,Active
14743508,4438402,CCN1C(=NN=C1SCC(=O)C2=CC3=CC=CC=C3C=C2)C4=CC=CS4,Active
14743567,841275,CC1=CC(=NC(=C1C#N)SCC2=CC3=C(C=C2Cl)OCO3)C,Active
14743578,9551865,CCCN1C2=CC=CC=C2N3C1=NCCC3.Cl,Active
14743593,709144,C1=CC(=CC=C1CSCC(=O)NC2=NC=CS2)Cl,Active
14743673,2569947,COC(=O)C1CCN(CC1)CC(=O)NC2=C(C3=C(S2)CCC3)C#N,Active
14743820,9551880,C1CCN2C(=C[N+]3=C2C(=C(C3)C4=CC=C(C=C4)Cl)C1)C5=CC=CC=C5.[Br-],Active
14743885,2450265,CCN1CCC2=C(C1)SC(=N2)NC(=O)CC(C3=CC=CC=C3)C4=CC=CC=C4,Active
14743916,4813380,CCCC(C1=CC=CC=C1)C(=O)NC2=NC=CS2,Active
14743920,2085531,CC1=C(C(=CC=C1)C)N2C(=O)C3=CC=CC=C3N=C2SCC(=O)NCC4=CC=CO4,Active
14743941,4022923,C1CC(C2=CC=CC=C2C1)NC(=O)C3=CNC(=O)C=C3,Active
14743956,2095932,COC1=CC=C(C=C1)NC2=NC3=CC=CC=C3C(=N2)N4CCCCC4,Active
14743984,3459194,C1CC1N2C(=NC3=CN=CC=C3)SCC2(C4=CC=C(C=C4)OC(F)F)O,Active
14744173,1190196,CC1=CC(=NC2=C1C=CC(=C2)OC)SCC(=O)C3=CC4=C(C=C3)OCO4,Active
14744377,9551913,COC1=C(C=C(C=C1)C2N=C(N=C(N2C3=CC=CC=C3OC)N)N)OC.Cl,Active
14744434,5005059,C1=CC(=CC=C1C2C3=C(NC(N(C3=O)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl)NC(=S)N2)Cl,Active
14744481,4581555,CC1CCC2(CC1)N=C(NC3=NC4=CC=CC=C4N23)N,Active
14744489,80414,C1=CC(=CC=C1OC2=C(C=C(C=C2)Cl)N)Cl.Cl,Active
14744499,6901077,CC1=C(SC(=N1)C)C(=O)N/N=C/C2=CN(C3=CC=CC=C32)C(=O)C,Active
14744528,2497112,COC1=C(C=C2CN(CCC2=C1)CC(=O)NC3=CC4=C(C=C3)OCO4)OC,Active
14744585,5192547,CC(C)CC(C(=O)OCC(=O)NC1=C(C=C(C=N1)Cl)Cl)N2C(=O)C3=CC=CC=C3C2=O,Active
14744614,4360584,CC1=C(N=C(N=C1C)SCC(=O)NCCC2=CC=C(C=C2)Cl)C,Active
14744625,3278071,C1=CC=C(C=C1)C(C2=CC=CC=C2)NC(=O)CN3C=NC4=CC=CC=C43,Active
14744626,2480666,COC1=CC(=C(C=C1)OC)C(=O)CSC2=NN=C(N2CCC3=CC=CC=C3)CC4=CC=CS4,Active
14744642,2375060,CC1=C(C(=CC=C1)C)NC(=O)CSC2=NN=C(N2CC3=CC4=C(C=C3)OCO4)C5=CC=CC=C5,Active
14744658,3278537,CC1CCC2=NC3=CC=CC=C3C(=C2C1)C(=O)OCC(=O)NC4=CC(=CC=C4)OC,Active
14744673,5017078,C1COCCN1S(=O)(=O)C2=C(C=CC(=C2)C(=O)NCCCN3C=CN=C3)Br,Active
14744684,2441817,C1=CC=C(C=C1)C[C@@H](C2=NC3=CC=CC=C3N2)NC(=O)CC4=CC=CC=C4,Active
14744693,5098987,C1=CC(=C(N=C1)Cl)C(=O)OCC2=C(C=C(C=C2)Cl)Cl,Active
14744757,9551934,CC(C(=O)NC1=CC2=C(C=C1)OCO2)SC3=NC=NC4=CC=CC=C43,Active
14744761,2079023,C1=CC=C(C=C1)C2=NC(=CS2)CSC3=NNC(=N3)C4=CC=CS4,Active
14744800,9551939,CC(C1=NN=C(N1C2=CC=C(C=C2)Cl)SC(C)C(=O)NC3=CC4=C(C=C3)OCO4)N(C)C,Active
14744846,3425625,C1CCCC2(CC1)N=C(NC3=NC4=CC=CC=C4N23)N,Active
14744854,978587,CC1=CC=CC=C1NC(=O)CSC2=NN=C(N2C3=CC=CC=C3)C4=CC=CC=C4,Active
14744859,2125707,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C(=O)OCC(=O)C2=C(NC(=C2C(=O)OCC)C)C,Active
14744862,4004272,CC(C(=O)NC1=C(C=C(C=N1)Cl)Cl)SC2=CC3=C(C=C2)OCCO3,Active
14744869,2468640,C1=CC(=CC(=C1)Br)OCCSC2=NN=C(S2)N,Active
14744976,135421104,CN1C2=CC=CC=C2C(=C1O)C(=C3N=C4C=CC=CC4=N3)C#N,Active
14744987,2118296,CCN(CC(=O)NCC1=CC=CS1)S(=O)(=O)C2=CC=C(C=C2)C(C)C,Active
14745040,4682448,CCOC(=O)C1=C(NC(=C1C)C(=O)C(C)SC2=CC=C(C=C2)Cl)C,Active
14745079,9551963,CC1(N=C(N=C(N1C2=CC=C(C=C2)OC)N)N)C.Cl,Active
14745118,9551965,C1CCCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NCCCN3C=CN=C3.Cl,Active
14745129,4878538,COC1=C(C2=C(C=C1)C(=C(S2)C(=O)NCCCN3C=CN=C3)Cl)Cl,Active
14745175,135448056,CC1=CC(=C(N1CCOC)C)C2=NNC(=NC3=CC=C(C=C3)F)SC2,Active
14745206,5538580,C1=CC=C(C=C1)/C(=N/S(=O)(=O)C2=CC=CC=C2)/SC3=CC=C(C=C3)Cl,Active
14745294,2126032,CCOC(=O)C1=C(NC(=C1C)C(=O)CSC2=NN=C(N2CC3=CC=CC=C3)C4=CC=CS4)C,Active
14745313,9551975,C[N+]1(CCN(CC1)C(=O)C2=CC=CO2)CC(=O)NC3=CC=C(C=C3)F.[Cl-],Active
14745315,2104726,CC(C)CCNC1=NCCCCC1,Active
14745414,3962922,C1CC(CN(C1)C2=C(C3=C4CC(=O)N(C4=NC(=C3C(=N2)N)N)C56CC7CC(C5)CC(C7)C6)C#N)O,Active
14745526,2318983,CC1=CC=C(C=C1)N=CC2=C(N(C(=C2)C)C3CCCC3)C,Active
14745531,9551983,CC1(C(=O)N(C(=O)N1)CC(=O)NC2=CC3=C(C=C2)OCO3)C4=CC(=C(C=C4)OC)OC,Active
14745547,68297,C1=CC=C(C=C1)NC2=CC=CC=C2N,Active
14745633,5386259,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)OC,Active
14745650,2517521,CCOC(=O)C1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2)C=NN3,Active
14745717,3900148,CCC1=C(C(=CC=C1)CC)NC(=O)CN2CC(SC2=NC3CCCCC3)C,Active
14745725,1281755,CC(=O)NC1=C(C2=C(S1)CCCC2)CN3CCN(CC3)C,Active
14745789,9551994,CC(C1=CC=CC=C1)NC2=NCCCCC2.Br,Active
14745867,9551997,COC1=CC=C(C=C1)C2=C[N+]3=C4N2CCCCC4=C(C3)C5=CC=CC=C5.[Br-],Active
14745870,3732815,CC1=CC2=C(C=C1)N(C3C2CN(CC3)C)C(=O)NC4=CC(=CC=C4)Cl,Active
14745891,2062920,C1=CC=C(C=C1)N2C(=NN=N2)SCC(=O)NCC3=CC=CS3,Active
14745894,2430004,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(=O)OCC(=O)C2=C(NC(=C2C(=O)OCC)C)C,Active
14745910,9551998,CC1=CC=C(C=C1)N2C3=[N+](C=C2C4=CC=C(C=C4)Br)C5=C(CC3)C=CC6=C5N=CC=C6.[Br-],Active
14745942,2364331,CC1CCN(CC1)CCOC2=C(C=CC(=C2)Cl)Cl,Active
14745947,2390583,C1OC2=C(O1)C=C(C=C2)CNC(=O)COC(=O)C3=C(N=CC=C3)NC4=CC=CC(=C4)C(F)(F)F,Active
14745957,798295,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NCCC2=CC=C(C=C2)F,Active
14745959,4149975,CN1C(=NCC2=CC=CC=C2)SCC(=N1)C3=CC=C(C=C3)OC,Active
14745962,2510967,CC(=O)NC1=CC=C(C=C1)NC(=O)CSC2=NN=C(N2CC3=CC4=C(C=C3)OCO4)C5=CC=CC=C5,Active
14745965,3271879,CCCC(C)NC1=NCCCCC1,Active
14745981,4088302,C1=CC=C2C(=C1)C=CC(=N2)C(=O)NCCOC(=O)C3=CC=C(C=C3)F,Active
14745998,2093599,CC1=C(C(=NN1C2=CC=C(C=C2)F)C)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3,Active
14746025,2322056,CC1=C(N2C=CC=CC2=C1)C(=O)C3=CC=C(C=C3)Cl,Active
17384870,3247279,C[C@H]([C@H]1C[C@]1(C)[C@@H](C2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3)C(=O)NCC4=CC=CC=N4,Active
17384871,3247286,C[C@H]([C@@H]1C[C@@]1(C)[C@H](C2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3)C(=O)NC,Active
17384872,3247294,CC1=CC(=NN1C)CNC(=O)[C@H](C)[C@@H]2C[C@@]2(C)[C@H](C3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4,Active
17384876,3247323,C[C@H]([C@@H]1C[C@@]1(C)[C@H](C2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3)C(=O)NCC4=CC(=C(C=C4)OC)OC,Active
17384879,3247280,CC1=CC=C(O1)CNC(=O)[C@H](C)[C@H]2C[C@]2(C)[C@@H](C3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4,Active
